dataset,iteration,model,type,sol_name,sex_mean_diff,sex_eq_opp_diff,sex_avg_odds_diff,race_mean_diff,race_eq_opp_diff,race_avg_odds_diff,overall_mean_diff,overall_eq_opp_diff,overall_avg_odds_diff,accuracy,f1_score,precision,recall,elapsed_time,size
diabetic,5,xgb,Baseline,Baseline,-0.009,0.001,-0.043,-0.018,-0.014,-0.04,-0.021,-0.007,-0.087,0.881,0.511,0.572,0.516,0.159906,180.107421875
diabetic,6,lr,Baseline,Baseline,-0.073,-0.075,-0.063,-0.059,-0.034,-0.121,-0.12,-0.099,-0.171,0.825,0.552,0.552,0.553,0.013409,35.1015625
diabetic,6,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892,0.471,0.446,0.5,0.122139,2032.861328125
diabetic,6,svm,Baseline,Baseline,-0.02,-0.005,-0.073,-0.065,-0.027,-0.184,-0.088,-0.038,-0.251,0.697,0.485,0.502,0.504,1.46281,34.978515625
diabetic,6,xgb,Baseline,Baseline,0.008,0.008,0.011,-0.011,-0.007,-0.016,0.002,0.001,0.0,0.883,0.512,0.59,0.518,0.159621,182.498046875
diabetic,7,lr,Baseline,Baseline,-0.047,-0.036,-0.097,-0.003,-0.014,0.053,-0.05,-0.052,-0.042,0.833,0.525,0.523,0.53,0.013884,35.1015625
diabetic,7,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.478,0.458,0.5,0.122598,2115.2314453125
diabetic,7,svm,Baseline,Baseline,-0.044,-0.041,-0.061,-0.035,-0.042,-0.007,-0.067,-0.074,-0.053,0.731,0.476,0.495,0.489,1.486023,34.978515625
diabetic,7,xgb,Baseline,Baseline,0.024,0.026,0.013,-0.031,-0.035,-0.017,0.002,0.001,0.001,0.894,0.472,0.457,0.488,0.160429,184.359375
diabetic,8,lr,Baseline,Baseline,-0.001,-0.005,0.008,-0.005,-0.009,0.028,0.014,-0.0,0.125,0.842,0.566,0.557,0.591,0.013667,35.1015625
diabetic,8,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.481,0.463,0.5,0.122719,2142.92578125
diabetic,8,svm,Baseline,Baseline,-0.004,-0.021,0.077,-0.038,-0.07,0.14,-0.026,-0.066,0.28,0.756,0.521,0.531,0.579,1.416929,34.978515625
diabetic,8,xgb,Baseline,Baseline,0.004,-0.002,0.037,-0.033,-0.04,0.006,-0.022,-0.032,0.047,0.914,0.508,0.547,0.511,0.156428,183.099609375
diabetic,9,lr,Baseline,Baseline,-0.035,-0.029,-0.067,0.04,0.035,0.07,0.001,0.001,0.001,0.833,0.513,0.512,0.514,0.013106,35.1015625
diabetic,9,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.478,0.457,0.5,0.126344,2124.95703125
diabetic,9,svm,Baseline,Baseline,-0.089,-0.094,-0.064,0.008,0.004,0.019,-0.07,-0.08,-0.04,0.744,0.475,0.49,0.48,1.489839,34.978515625
diabetic,9,xgb,Baseline,Baseline,-0.01,-0.005,-0.032,0.017,0.014,0.036,0.008,0.009,0.004,0.908,0.504,0.583,0.512,0.159099,182.41796875
diabetic,10,lr,Baseline,Baseline,-0.023,-0.039,0.052,-0.046,-0.047,-0.044,-0.057,-0.073,0.014,0.836,0.487,0.487,0.487,0.013452,35.1015625
diabetic,10,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.478,0.457,0.5,0.120695,2159.181640625
diabetic,10,svm,Baseline,Baseline,-0.029,-0.047,0.06,-0.137,-0.152,-0.067,-0.151,-0.182,-0.012,0.767,0.495,0.504,0.507,1.445547,34.978515625
diabetic,10,xgb,Baseline,Baseline,-0.004,-0.004,-0.002,0.001,0.001,0.0,-0.004,-0.004,-0.002,0.906,0.475,0.457,0.495,0.163523,185.07421875
diabetic,11,lr,Baseline,Baseline,-0.013,-0.02,0.011,-0.029,-0.037,-0.019,-0.044,-0.057,0.009,0.808,0.474,0.477,0.472,0.01309,35.1015625
diabetic,11,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.477,0.456,0.5,0.109266,2069.7802734375
diabetic,11,svm,Baseline,Baseline,-0.008,-0.017,0.054,-0.129,-0.134,-0.098,-0.145,-0.16,-0.012,0.731,0.498,0.513,0.528,1.547696,34.978515625
diabetic,11,xgb,Baseline,Baseline,-0.008,-0.017,0.037,-0.017,-0.025,0.019,-0.023,-0.037,0.065,0.894,0.497,0.518,0.505,0.154222,180.7734375
diabetic,12,lr,Baseline,Baseline,0.041,0.024,0.106,-0.05,-0.031,-0.12,-0.006,-0.008,-0.004,0.825,0.542,0.54,0.545,0.01309,35.1015625
diabetic,12,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.474,0.45,0.5,0.123591,2025.65625
diabetic,12,svm,Baseline,Baseline,-0.009,-0.046,0.133,-0.108,-0.086,-0.189,-0.113,-0.125,-0.063,0.739,0.517,0.524,0.546,1.547469,34.978515625
diabetic,12,xgb,Baseline,Baseline,-0.003,-0.004,0.001,-0.005,-0.001,-0.021,-0.005,-0.006,-0.003,0.897,0.522,0.652,0.523,0.158216,181.966796875
diabetic,13,lr,Baseline,Baseline,-0.061,-0.042,-0.117,-0.058,-0.061,-0.049,-0.099,-0.08,-0.183,0.792,0.5,0.5,0.5,0.01332,35.1015625
diabetic,13,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872,0.466,0.436,0.5,0.118421,1862.8974609375
diabetic,13,svm,Baseline,Baseline,-0.074,-0.054,-0.127,-0.114,-0.121,-0.1,-0.16,-0.145,-0.233,0.719,0.55,0.552,0.589,1.517003,34.978515625
diabetic,13,xgb,Baseline,Baseline,-0.009,-0.004,-0.021,0.017,0.015,0.023,0.008,0.009,0.005,0.867,0.484,0.562,0.506,0.159812,175.658203125
diabetic,14,lr,Baseline,Baseline,0.03,0.031,0.052,-0.126,-0.116,-0.175,-0.079,-0.067,-0.105,0.836,0.527,0.525,0.533,0.013728,35.1015625
diabetic,14,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.479,0.46,0.5,0.118643,2133.70703125
diabetic,14,svm,Baseline,Baseline,0.003,0.013,-0.032,-0.237,-0.222,-0.314,-0.254,-0.234,-0.331,0.758,0.507,0.517,0.538,1.477251,34.978515625
diabetic,14,xgb,Baseline,Baseline,-0.015,-0.012,-0.031,-0.016,-0.022,0.014,-0.032,-0.037,-0.018,0.9,0.5,0.516,0.505,0.1592,185.091796875
diabetic,15,lr,Baseline,Baseline,0.027,0.018,0.092,-0.087,-0.08,-0.124,-0.056,-0.064,-0.032,0.836,0.501,0.502,0.503,0.013304,35.1015625
diabetic,15,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.481,0.463,0.5,0.128121,2220.958984375
diabetic,15,svm,Baseline,Baseline,0.027,0.023,0.039,-0.183,-0.18,-0.201,-0.147,-0.15,-0.175,0.719,0.462,0.49,0.474,1.510404,34.978515625
diabetic,15,xgb,Baseline,Baseline,0.011,0.011,0.005,-0.012,-0.013,-0.007,-0.003,-0.004,-0.002,0.906,0.475,0.462,0.489,0.15241,185.357421875
diabetic,16,lr,Baseline,Baseline,-0.026,-0.032,0.03,-0.045,-0.052,-0.018,-0.065,-0.08,0.032,0.833,0.525,0.524,0.528,0.013661,35.1015625
diabetic,16,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.477,0.456,0.5,0.107733,2075.998046875
diabetic,16,svm,Baseline,Baseline,-0.025,-0.021,-0.03,-0.127,-0.123,-0.176,-0.149,-0.142,-0.199,0.753,0.504,0.513,0.526,1.46997,34.978515625
diabetic,16,xgb,Baseline,Baseline,-0.002,0.002,-0.021,-0.022,-0.027,0.007,-0.014,-0.014,-0.007,0.897,0.498,0.528,0.506,0.151509,180.7734375
diabetic,17,lr,Baseline,Baseline,-0.084,-0.086,-0.007,-0.048,-0.066,0.043,-0.119,-0.146,0.027,0.839,0.573,0.566,0.587,0.013136,35.1015625
diabetic,17,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.477,0.456,0.5,0.114229,2116.8115234375
diabetic,17,svm,Baseline,Baseline,-0.111,-0.12,-0.012,-0.176,-0.179,-0.15,-0.292,-0.306,-0.167,0.733,0.52,0.531,0.572,1.474244,34.978515625
diabetic,17,xgb,Baseline,Baseline,-0.011,-0.002,-0.045,-0.004,-0.013,0.041,-0.013,-0.015,-0.008,0.897,0.522,0.568,0.521,0.153186,183.828125
diabetic,18,lr,Baseline,Baseline,-0.014,-0.004,-0.074,-0.09,-0.087,-0.119,-0.085,-0.074,-0.204,0.853,0.495,0.496,0.495,0.013018,35.1015625
diabetic,18,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931,0.482,0.465,0.5,0.124126,2223.7802734375
diabetic,18,svm,Baseline,Baseline,-0.001,0.001,-0.016,-0.192,-0.203,-0.101,-0.167,-0.172,-0.141,0.739,0.472,0.496,0.49,1.436254,34.978515625
diabetic,18,xgb,Baseline,Baseline,-0.01,-0.011,-0.005,-0.004,-0.003,-0.001,-0.004,-0.004,-0.002,0.9,0.474,0.464,0.484,0.157637,183.9609375
diabetic,19,lr,Baseline,Baseline,-0.047,-0.045,-0.056,-0.077,-0.072,-0.092,-0.102,-0.095,-0.147,0.861,0.516,0.517,0.515,0.013749,35.1015625
diabetic,19,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917,0.478,0.458,0.5,0.120197,2158.087890625
diabetic,19,svm,Baseline,Baseline,-0.149,-0.141,-0.204,-0.081,-0.103,0.06,-0.188,-0.191,-0.146,0.756,0.548,0.552,0.624,1.478113,34.978515625
diabetic,19,xgb,Baseline,Baseline,-0.031,-0.028,-0.048,0.019,0.007,0.087,-0.006,-0.015,0.055,0.911,0.555,0.649,0.542,0.151402,184.29296875
diabetic,20,lr,Baseline,Baseline,-0.043,-0.049,-0.016,-0.051,-0.046,-0.077,-0.08,-0.076,-0.142,0.806,0.497,0.499,0.498,0.013557,35.1015625
diabetic,20,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911,0.477,0.456,0.5,0.114122,2114.3232421875
diabetic,20,svm,Baseline,Baseline,-0.09,-0.114,0.021,-0.136,-0.115,-0.24,-0.212,-0.207,-0.312,0.722,0.486,0.504,0.509,1.480723,34.978515625
diabetic,20,xgb,Baseline,Baseline,-0.017,-0.013,-0.036,-0.019,-0.025,0.01,-0.035,-0.036,-0.018,0.889,0.494,0.506,0.502,0.162055,183.03125
diabetic,21,lr,Baseline,Baseline,0.02,0.013,0.033,-0.071,-0.066,-0.081,-0.051,-0.055,-0.036,0.836,0.539,0.535,0.551,0.013601,35.1015625
diabetic,21,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922,0.48,0.461,0.5,0.113136,2145.7470703125
diabetic,21,svm,Baseline,Baseline,0.037,0.034,-0.02,-0.101,-0.081,-0.153,-0.064,-0.053,-0.145,0.742,0.538,0.549,0.631,1.456482,34.978515625
diabetic,21,xgb,Baseline,Baseline,0.001,0.002,0.001,0.003,0.003,0.002,0.008,0.009,0.004,0.911,0.477,0.461,0.494,0.157188,184.4921875
diabetic,22,lr,Baseline,Baseline,-0.037,-0.036,-0.038,-0.031,-0.027,-0.042,-0.063,-0.061,-0.086,0.825,0.508,0.511,0.508,0.012928,35.1015625
diabetic,22,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.47,0.443,0.5,0.118115,1954.203125
diabetic,22,svm,Baseline,Baseline,-0.021,0.0,-0.078,-0.138,-0.136,-0.133,-0.144,-0.123,-0.221,0.739,0.53,0.532,0.555,1.474617,34.978515625
diabetic,22,xgb,Baseline,Baseline,-0.017,-0.023,0.023,0.007,0.004,0.026,-0.005,-0.016,0.055,0.886,0.551,0.697,0.543,0.160017,178.314453125
diabetic,23,lr,Baseline,Baseline,-0.022,-0.02,-0.029,0.023,0.028,0.02,0.001,0.005,-0.007,0.853,0.539,0.557,0.534,0.013084,35.1015625
diabetic,23,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,0.471,0.444,0.5,0.108455,1968.7255859375
diabetic,23,svm,Baseline,Baseline,-0.022,-0.008,-0.07,0.069,0.078,0.038,0.03,0.048,-0.041,0.736,0.486,0.494,0.491,1.441421,34.978515625
diabetic,23,xgb,Baseline,Baseline,-0.004,-0.005,-0.0,0.009,-0.0,0.043,0.002,-0.008,0.042,0.886,0.514,0.646,0.52,0.161424,181.900390625
diabetic,24,lr,Baseline,Baseline,-0.035,-0.038,0.009,0.032,0.025,0.068,-0.005,-0.018,0.063,0.856,0.541,0.538,0.548,0.013934,35.1015625
diabetic,24,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.925,0.481,0.463,0.5,0.112144,2230.6435546875
diabetic,24,svm,Baseline,Baseline,-0.045,-0.055,0.028,-0.036,-0.044,0.006,-0.079,-0.097,0.023,0.764,0.502,0.514,0.532,1.490101,34.978515625
diabetic,24,xgb,Baseline,Baseline,0.005,0.005,0.002,-0.022,-0.024,-0.012,-0.015,-0.017,-0.009,0.908,0.476,0.462,0.491,0.162977,187.615234375
diabetic,25,lr,Baseline,Baseline,-0.038,-0.047,-0.011,-0.07,-0.06,-0.107,-0.099,-0.095,-0.119,0.811,0.475,0.474,0.477,0.013965,35.1015625
diabetic,25,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892,0.471,0.446,0.5,0.118504,2012.84375
diabetic,25,svm,Baseline,Baseline,0.015,0.016,0.016,-0.141,-0.149,-0.113,-0.109,-0.112,-0.088,0.739,0.51,0.516,0.527,1.599458,34.978515625
diabetic,25,xgb,Baseline,Baseline,-0.002,-0.003,-0.001,-0.018,-0.02,-0.01,-0.019,-0.021,-0.01,0.878,0.467,0.445,0.492,0.157857,179.642578125
diabetic,26,lr,Baseline,Baseline,-0.067,-0.061,-0.083,-0.105,-0.096,-0.143,-0.15,-0.135,-0.234,0.833,0.525,0.525,0.525,0.012977,35.1015625
diabetic,26,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903,0.474,0.451,0.5,0.122479,2039.8662109375
diabetic,26,svm,Baseline,Baseline,-0.116,-0.122,-0.082,-0.022,-0.021,-0.022,-0.116,-0.116,-0.1,0.744,0.506,0.514,0.527,1.506712,34.978515625
diabetic,26,xgb,Baseline,Baseline,0.029,0.025,0.051,-0.016,-0.022,0.01,0.016,0.008,0.067,0.883,0.492,0.507,0.502,0.158604,182.23046875
diabetic,27,lr,Baseline,Baseline,0.067,0.056,0.139,0.009,0.031,-0.096,0.076,0.078,0.039,0.842,0.518,0.517,0.519,0.01322,35.1015625
diabetic,27,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.478,0.457,0.5,0.112284,2124.921875
diabetic,27,svm,Baseline,Baseline,0.039,0.019,0.162,-0.027,0.0,-0.152,-0.002,-0.006,-0.003,0.75,0.502,0.513,0.527,1.431775,34.978515625
diabetic,27,xgb,Baseline,Baseline,-0.028,-0.032,-0.016,-0.015,-0.016,-0.008,-0.04,-0.045,-0.023,0.883,0.469,0.456,0.483,0.157853,182.15234375
diabetic,28,lr,Baseline,Baseline,-0.018,-0.014,0.034,0.002,0.02,-0.085,-0.012,0.005,-0.057,0.861,0.583,0.576,0.594,0.013102,35.1015625
diabetic,28,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.919,0.479,0.46,0.5,0.121281,2141.5283203125
diabetic,28,svm,Baseline,Baseline,0.063,0.07,0.082,-0.128,-0.094,-0.292,-0.063,-0.028,-0.216,0.744,0.521,0.532,0.578,1.476429,34.978515625
diabetic,28,xgb,Baseline,Baseline,-0.02,-0.012,-0.025,0.008,-0.01,0.1,-0.006,-0.016,0.075,0.919,0.587,0.714,0.563,0.157823,185.689453125
diabetic,29,lr,Baseline,Baseline,0.021,0.01,0.094,0.012,0.033,-0.061,0.029,0.035,0.034,0.847,0.522,0.52,0.528,0.013857,35.1015625
diabetic,29,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928,0.481,0.464,0.5,0.130384,2195.490234375
diabetic,29,svm,Baseline,Baseline,-0.103,-0.108,-0.078,0.005,0.026,-0.102,-0.106,-0.093,-0.213,0.744,0.475,0.496,0.49,1.434295,34.978515625
diabetic,29,xgb,Baseline,Baseline,0.004,-0.003,0.04,-0.01,-0.003,-0.04,-0.006,-0.009,-0.004,0.903,0.501,0.51,0.504,0.154418,185.48828125
diabetic,30,lr,Baseline,Baseline,-0.066,-0.079,-0.028,-0.071,-0.071,-0.064,-0.142,-0.155,-0.078,0.817,0.478,0.476,0.482,0.013844,35.1015625
diabetic,30,rf,Baseline,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.886,0.47,0.443,0.5,0.105889,1929.654296875
diabetic,30,svm,Baseline,Baseline,-0.037,-0.036,-0.056,-0.148,-0.161,-0.088,-0.165,-0.173,-0.124,0.692,0.463,0.48,0.465,1.462688,34.978515625
diabetic,30,xgb,Baseline,Baseline,0.001,0.007,-0.017,0.004,-0.0,0.017,0.008,0.009,0.004,0.881,0.49,0.569,0.507,0.152443,180.705078125
